71,131,166,208,0,0,0,0
77,90,157,208,0,0,0,0
101,180,198,208,0,0,0,0
103,133,192,208,0,0,0,0
70,129,141,208,0,0,0,0
76,121,142,208,0,0,0,0
112,131,179,208,0,0,0,0
83,155,186,208,0,0,0,0
28,103,206,208,0,0,0,0
62,129,198,208,0,0,0,0
68,112,143,208,0,0,0,0
45,107,193,208,0,0,0,0
87,130,157,208,0,0,0,0
37,52,134,208,0,0,0,0
59,86,151,208,0,0,0,0
84,97,150,208,0,0,0,0
54,89,131,208,0,0,0,0
56,117,158,208,0,0,0,0
64,92,170,208,0,0,0,0
39,81,94,208,0,0,0,0
11,29,130,208,0,0,0,0
32,155,200,208,0,0,0,0
9,55,134,208,0,0,0,0
46,104,155,208,0,0,0,0
88,115,143,208,0,0,0,0
40,124,162,208,0,0,0,0
26,138,180,208,0,0,0,0
70,136,172,208,0,0,0,0
73,93,107,208,0,0,0,0
70,83,150,208,0,0,0,0
28,68,147,208,0,0,0,0
45,55,122,208,0,0,0,0
35,84,158,208,0,0,0,0
61,86,148,208,0,0,0,0
118,170,189,208,0,0,0,0
45,57,97,208,0,0,0,0
49,131,155,208,0,0,0,0
48,126,182,208,0,0,0,0
77,94,125,208,0,0,0,0
65,98,175,208,0,0,0,0
104,125,145,208,0,0,0,0
79,119,152,208,0,0,0,0
28,87,147,208,0,0,0,0
55,85,170,208,0,0,0,0
53,71,168,208,0,0,0,0
50,148,163,208,0,0,0,0
70,97,107,208,0,0,0,0
22,85,130,208,0,0,0,0
16,89,141,208,0,0,0,0
69,91,133,208,0,0,0,0
37,63,152,208,0,0,0,0
52,70,119,208,0,0,0,0
25,64,201,208,0,0,0,0
47,109,165,208,0,0,0,0
97,113,188,208,0,0,0,0
71,118,148,208,0,0,0,0
42,94,159,208,0,0,0,0
28,127,200,208,0,0,0,0
47,91,153,208,0,0,0,0
29,41,107,208,0,0,0,0
112,154,199,208,0,0,0,0
57,148,198,208,0,0,0,0
129,152,205,208,0,0,0,0
71,143,197,208,0,0,0,0
62,125,164,208,0,0,0,0
67,114,187,208,0,0,0,0
63,97,143,208,0,0,0,0
43,127,177,208,0,0,0,0
58,141,181,208,0,0,0,0
55,130,156,208,0,0,0,0
49,124,190,208,0,0,0,0
24,61,126,208,0,0,0,0
37,112,141,208,0,0,0,0
61,123,188,208,0,0,0,0
43,101,163,208,0,0,0,0
