49,136,169,208,0,0,0,0
11,36,60,90,104,121,141,152
61,115,177,208,0,0,0,0
10,31,54,78,95,119,138,152
21,147,167,208,0,0,0,0
24,44,58,79,101,117,141,152
26,74,138,208,0,0,0,0
17,37,66,85,107,123,134,152
49,104,165,208,0,0,0,0
14,25,53,80,94,108,135,152
69,97,198,208,0,0,0,0
15,51,64,78,111,134,148,152
59,100,167,208,0,0,0,0
15,42,67,82,98,118,146,152
10,50,146,208,0,0,0,0
28,54,73,86,102,122,136,152
15,130,157,208,0,0,0,0
24,45,64,85,102,120,134,152
41,70,141,208,0,0,0,0
15,40,56,77,91,122,148,152
54,128,149,208,0,0,0,0
14,27,40,52,69,100,141,152
63,94,152,208,0,0,0,0
26,39,65,91,109,131,144,152
113,127,202,208,0,0,0,0
25,37,64,96,106,123,135,152
62,154,200,208,0,0,0,0
16,35,62,81,98,108,134,152
86,153,184,208,0,0,0,0
28,48,75,94,113,124,135,152
54,110,171,208,0,0,0,0
19,42,68,98,110,130,146,152
60,114,180,208,0,0,0,0
12,23,40,65,89,110,136,152
55,126,154,208,0,0,0,0
14,30,51,72,91,106,134,152
36,75,145,208,0,0,0,0
18,38,49,63,79,94,126,152
65,77,177,208,0,0,0,0
19,35,61,72,96,115,141,152
57,84,159,208,0,0,0,0
23,48,64,78,95,120,132,152
13,33,61,79,93,121,149,152
83,148,202,208,0,0,0,0
33,92,159,208,0,0,0,0
16,38,53,64,94,111,131,152
52,128,197,208,0,0,0,0
26,55,65,80,101,123,136,152
68,91,172,208,0,0,0,0
24,43,71,94,121,136,149,152
13,88,155,208,0,0,0,0
19,38,49,70,92,110,141,152
77,155,198,208,0,0,0,0
18,49,64,82,112,135,147,152
88,133,156,208,0,0,0,0
25,50,72,88,107,117,135,152
92,126,190,208,0,0,0,0
28,49,86,97,108,123,141,152
33,85,179,208,0,0,0,0
15,33,54,80,104,119,146,152
28,64,149,208,0,0,0,0
20,30,56,75,103,122,144,152
34,104,154,208,0,0,0,0
27,56,75,89,109,124,147,152
13,80,141,208,0,0,0,0
18,38,51,73,84,113,134,152
38,82,176,208,0,0,0,0
10,30,59,77,88,111,136,152
73,157,201,208,0,0,0,0
21,48,69,86,107,132,147,152
57,141,195,208,0,0,0,0
13,41,70,100,113,124,148,152
64,132,149,208,0,0,0,0
23,50,77,97,111,130,146,152
67,90,180,208,0,0,0,0
